Image,Caption,Rights
urn:cite:bnf:gr2705img.bnf2705_img11,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 1, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img12,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 1, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img13,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 2, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img14,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 2, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img15,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 3, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img16,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 3, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img17,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 4, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img18,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 4, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img19,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 5, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img20,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 5, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img21,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 6, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img22,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 6, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img23,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 7, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img24,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 7, verso,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img25,"Bibliothèque nationale de France, Département des manuscrits, Grec 2705, folio 8, recto,","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
